modelo,N,p,k,m,regime,num_nos,num_arestas,grau_medio,grau_min,grau_max,densidade,frac_maior_componente,conectado,clustering,distancia_media
barabasi_albert,100,,,3,-,100,291,5.82,3,30,0.058787878787878785,1.0,True,0.18702417254401,2.515151515151515
barabasi_albert,1000,,,3,-,1000,2991,5.982,3,93,0.005987987987987988,1.0,True,0.033289195953097976,3.4664544544544547
barabasi_albert,10000,,,3,-,10000,29991,5.9982,3,374,0.0005998799879987998,1.0,True,0.006179741433358446,4.2413297329732975
barabasi_albert,100000,,,3,-,100000,299991,5.99982,3,1164,5.999879998799988e-05,1.0,True,0.0009360774577234572,nao_calculado
